"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL584875";"";"0";"492.62";"0";"4.11";"GNF-Pf-673";"COCCN(CC(=O)Nc1cc(C(C)(C)C)nn1-c1ccc(C)cc1)C(=O)COCc1ccccc1";"IFI";"'='";"1.869";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL585084";"";"0";"356.13";"0";"3.19";"GNF-Pf-683";"O=C(OCCOc1ccc([N+](=O)[O-])cc1)c1ccc(Br)o1";"IFI";"'='";"0.7692";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL601799";"";"0";"482.54";"0";"3.84";"GNF-Pf-3072";"CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O";"IFI";"'='";"28.57";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL602399";"";"0";"453.68";"1";"7.78";"GNF-Pf-2835";"CCN1/C(=C/C2=C/C(=C/c3sc4ccccc4[n+]3CC)CC(C)(C)C2)C=Cc2ccccc21";"IFI";"'='";"9.434";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL602195";"";"0";"521.04";"2";"7.35";"GNF-Pf-5665";"COc1cc(NC(C)CCCN(Cc2ccc(Cl)cc2)C(=O)Nc2ccccc2F)c2ncccc2c1";"IFI";"'='";"3.67";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL586825";"";"0";"418.56";"1";"5.02";"GNF-Pf-5417";"C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](OC(=O)Cc1cccs1)c1ccnc2ccccc12";"IFI";"";"";"";"";"";"Not applicable";"";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL582644";"";"0";"486.34";"0";"4.70";"GNF-Pf-5419";"Cc1cccc[n+]1CCCCCCCCCC[n+]1ccccc1C.[Br-].[Br-]";"IFI";"'='";"1.389";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL600523";"";"0";"297.31";"0";"3.13";"GNF-Pf-5455";"CCOC(=O)c1c(C)nc2c(c1C)c(=O)oc1ccccc12";"IFI";"'='";"3.03";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL599720";"";"0";"499.42";"1";"5.46";"GNF-Pf-4129";"CC[n+]1c(C)n(-c2ccccc2)c2ccc(C3Nc4ccccc4S3)cc21.[I-]";"IFI";"'='";"3.175";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577427";"";"0";"449.52";"1";"5.15";"GNF-Pf-5615";"COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)OC(C)C)C3c2ccc(F)cc2)cc1";"IFI";"'='";"3.488";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL610453";"";"0";"318.17";"0";"3.48";"GNF-Pf-5686";"Cc1nc2cc(-c3ccc(Br)cc3)nn2c(O)c1C";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577650";"";"0";"467.19";"1";"5.74";"GNF-Pf-5693";"Cc1nn(CC(O)Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c(C)c1Br";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL582660";"";"0";"357.44";"0";"2.90";"GNF-Pf-5424";"O=[N+]([O-])c1ccc(N2CCCN(C(=S)Nc3ccccc3)CC2)nc1";"IFI";"'='";"1.667";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL580144";"";"0";"439.97";"1";"5.21";"GNF-Pf-5435";"O=S(=O)(NCCCCNc1ccnc2cc(Cl)ccc12)c1ccc2ccccc2c1";"IFI";"'='";"1.887";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL601564";"";"0";"502.45";"1";"4.71";"GNF-Pf-5457";"COc1cc(-c2cc(C(F)(F)F)n3ncc(C(=O)Nc4cc(C)ccc4O)c3n2)cc(OC)c1OC";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL599926";"";"0";"454.21";"1";"5.07";"GNF-Pf-5465";"CC(C)(C)NCC(O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21";"IFI";"'='";"1.626";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL580145";"";"0";"506.56";"1";"4.93";"GNF-Pf-5497";"CCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)c(OC)c3)C2)C1c1cccc([N+](=O)[O-])c1";"IFI";"'='";"2.439";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL601992";"";"0";"601.34";"2";"7.91";"GNF-Pf-5515";"OC(Cn1cnc(-c2ccccc2)c1-c1ccccc1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21";"IFI";"'='";"0.7194";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL578066";"";"0";"403.52";"1";"5.46";"GNF-Pf-5659";"COc1ccc(OC)c(-c2ccc(O)c(CN3CCC(c4ccccc4)CC3)c2)c1";"IFI";"'='";"1.724";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL345083";"";"0";"282.34";"0";"2.39";"GNF-Pf-5671";"CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4";"IFI";"'='";"7.143";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL601566";"";"0";"451.57";"1";"7.35";"GNF-Pf-5687";"CCCCCCc1cc2cc(-c3nc4ccccc4[nH]3)c(=Nc3ccccc3C)oc2cc1O";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL600708";"";"0";"421.71";"0";"4.97";"GNF-Pf-5420";"CC[n+]1c(/C=C/c2ccc(Cl)cc2)ccc2ccccc21.[I-]";"IFI";"'='";"4.839";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL1630";"AMODIAQUINE HYDROCHLORIDE";"0";"392.33";"1";"5.18";"GNF-Pf-5648";"CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl";"IFI";"'='";"2.591";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL577014";"";"0";"356.43";"1";"5.57";"GNF-Pf-5460";"Cc1cc(Nc2ccc(OCc3ccccc3)cc2)nc2cc(O)ccc12";"IFI";"'='";"9.091";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL197253";"";"0";"422.50";"0";"3.17";"GNF-Pf-5473";"C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O";"IFI";"'='";"1.818";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL587636";"";"0";"489.85";"1";"6.50";"GNF-Pf-5334";"CN(CCCNc1ccnc2cc(Cl)ccc12)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1";"IFI";"'='";"2.083";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL600539";"";"0";"467.97";"1";"6.18";"GNF-Pf-5498";"CCC(C)OC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1ccccc1F";"IFI";"'='";"2.41";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL600104";"";"0";"264.32";"0";"3.97";"GNF-Pf-5517";"C[n+]1ccc(/C=C/c2ccccc2F)c2ccccc21";"IFI";"'='";"14.29";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL530869";"";"0";"597.71";"2";"6.13";"GNF-Pf-5335";"CCOC(=O)c1ccc(N(C(=O)Cc2c[nH]c3ccccc23)C(C(=O)NC2CCCCC2)c2cccc(OC)c2OC)cc1";"IFI";"'='";"1.923";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL567597";"ARTEMISININ";"4";"282.34";"0";"2.39";"1";"C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4";"IFI";"'='";"3.185";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL586785";"";"0";"424.45";"0";"4.52";"GNF-Pf-5342";"O=[N+]([O-])c1cc(C(F)(F)F)ccc1N1CCCN(C(=S)Nc2ccccc2)CC1";"IFI";"'='";"3.361";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL587723";"AEE-788";"2";"440.60";"0";"4.94";"GNF-Pf-5343";"CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1";"IFI";"'='";"6.667";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL587760";"";"0";"407.94";"0";"3.71";"GNF-Pf-5345";"CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cc(Cl)ccc3O)CC2)C1=O";"IFI";"'='";"3.704";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL581176";"";"0";"447.62";"1";"7.11";"GNF-Pf-5352";"CC(C)(C)CC(C)(C)Nc1c(-c2ccccc2OC(=O)C2CCCCC2)nc2ccccn12";"IFI";"'='";"2.83";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL579378";"";"0";"388.47";"0";"4.12";"GNF-Pf-5394";"CC(=O)N(C1=C(N2CCCCC2)C(=O)c2ccccc2C1=O)c1ccccc1C";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL576204";"";"0";"449.51";"0";"3.97";"GNF-Pf-5396";"CCOC(=O)c1cccc(NC(=O)CC2C(=O)N(c3ccccc3)C(=O)N2C2CCCC2)c1";"IFI";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL578753";"";"0";"421.47";"0";"4.37";"GNF-Pf-5397";"COC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)cc3)C2)C1c1ccccc1F";"IFI";"'='";"2.326";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
"CHEMBL586748";"";"0";"392.43";"0";"3.96";"GNF-Pf-5337";"CC(=O)N(C1=C(N2CCCCC2)C(=O)c2ccccc2C1=O)c1ccc(F)cc1";"IFI";"'='";"8.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1040694";"NOVARTIS: Inhibition Frequency Index (IFI) - the number of HTS assays where a compound showed > 50% inhibition/induction, expressed as a percentage of the number of assays in which the compound was tested.";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1156829";"3";"Novartis Malaria Screening";"Proc. Natl. Acad. Sci. U.S.A.";"2008";"None";""
